"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000244720",21.301507962867,2.43340110480311,0.485266592211245,5.01456548598302,5.31534474725823e-07,7.83567790122636e-05
"ENSG00000184445",1215.05418207237,1.224963098643,0.244322409439276,5.01371569416946,5.33888562083559e-07,7.83567790122636e-05
"ENSG00000136490",2271.70659811226,2.22982706312365,0.445123801174352,5.00945367837168,5.45847622253107e-07,7.97153705765676e-05
"ENSG00000179088",29.9084754980632,3.33269931517461,0.665414435703757,5.00845658938834,5.48682472675428e-07,7.97346450439662e-05
"ENSG00000259436",30.5850516950341,2.69323848350543,0.537909622681365,5.00686057646675,5.53249708248049e-07,8.00042470260659e-05
"ENSG00000232788",27.3430320919124,1.89615811791568,0.378850188209095,5.00503411884053,5.58521374520664e-07,8.03725880407784e-05
"ENSG00000244620",10.6672694211864,4.23986046820389,0.848476649283816,4.9970266969429,5.82210109767247e-07,8.3059889417577e-05
"ENSG00000242258",57.0940473326356,3.18012828376156,0.636484563055612,4.99639499266803,5.84119580416527e-07,8.3059889417577e-05
"ENSG00000015285",959.506663885774,2.1275743104789,0.425864704929641,4.99589255895345,5.85642610130712e-07,8.3059889417577e-05
"ENSG00000184661",41.7616225578301,1.81460598343654,0.36371736889835,4.98905507023964,6.06753498248524e-07,8.56422401834041e-05
"ENSG00000126860",383.966857374609,1.96699387644746,0.394634867595695,4.98433878494145,6.21740595957744e-07,8.73397503845403e-05
"ENSG00000260101",24.4042224006843,2.42647520007527,0.48694827654626,4.98302451604376,6.25980158389427e-07,8.75185529501805e-05
"ENSG00000072571",81.7759336476026,1.93368867067678,0.388283270172104,4.98009782862826,6.35521394579951e-07,8.84334016042856e-05
"ENSG00000168685",3088.89332879135,2.61702665284427,0.525706546373693,4.97811311442939,6.42071311628568e-07,8.8925369450905e-05
"ENSG00000136492",41.6953207464053,2.2406460249217,0.450253169219475,4.97641366701743,6.47731458168123e-07,8.92900841867272e-05
"ENSG00000122986",346.639657096789,1.55619228334185,0.312803519577154,4.9749832912542,6.52532681442276e-07,8.95335539653355e-05
"ENSG00000128886",256.076358132106,1.88284815266305,0.379239586468752,4.96479855965191,6.87724140954018e-07,9.3925287769183e-05
"ENSG00000197299",148.735409551675,1.84865712039171,0.37297085188825,4.95657264108566,7.17475503274128e-07,9.74118006900836e-05
"ENSG00000125354",3110.73853206765,1.51815669085866,0.306365658474403,4.95537488900867,7.21909623230834e-07,9.74118006900836e-05
"ENSG00000135476",140.47678134444,2.01651046403207,0.407007454136335,4.95448042422487,7.2523817133035e-07,9.74118006900836e-05
"ENSG00000102879",4337.9663752091,2.46135681389077,0.496826983740104,4.95415284283015,7.26460886502319e-07,9.74118006900836e-05
"ENSG00000104814",1228.62501532188,2.28138691703219,0.460937945665468,4.94944479725681,7.44254827751681e-07,9.93462326636859e-05
"ENSG00000186049",16.9983961907384,3.4976528816081,0.707036768791131,4.94691794825364,7.53977388910967e-07,0.000100190689066998
"ENSG00000127152",667.347255098301,1.82742589760748,0.369583402252195,4.94455618534645,7.63175291012338e-07,0.000100958166299838
